 Metric Date, Revenue_share , OI_share ,  NI_Growth  ,  Revenue_Growth  ,  GP_Margin  , OP_Margin , NP_Margin , EPS , EPS_GrowthCurrent_Ratio , Quick_Ratio , DE_Ratio , Interest_Coverage_Ratio , Leverage , Asset_Turnover_Ratio , Receivables_Turnover Ratio , OCFR , FCF , BV_share , DPS , Shares_Os , ROE , ROCE , Op_Margin , EPS_Growth , Current_Ratio , Receivables_Turnover_Ratio , OCF , symbol , NII_share , EBT_share , NI_Margin , NIM , CIR , LTD , ROA , NITR , NIncM , NPA , Tier1 , Tier2 , Interbank , NII_Growth , EBT_Growth ,
31-03-2014, 62.30 , 2.10 ,,, 20.10 ,, 0.70 , 0.50 ,, 0.50 , 1.10 , 2.00 , 0.50 , 1.00 ,,, 662.70 , 29.10 , 0.10 , 98.90 ,  -    ,  -    , 3.30 ,, 1.10 , 9.00 , 381.50 ,  ACE  ,,,,,,,,,,,,,,,,
31-03-2015, 60.60 , 1.20 , 45.10 , -2.80 , 27.00 ,, 1.10 , 0.70 ,, 0.40 , 1.10 , 0.90 , 0.50 , 1.00 ,,, 752.60 , 29.50 , 0.20 , 98.90 ,  -    ,  -    , 1.90 , -2.80 , 1.00 , 7.40 , 396.00 ,  ACE  ,,,,,,,,,,,,,,,,
31-03-2016, 54.30 , 1.90 , 49.70 , 6.40 , 29.60 ,, 1.60 , 0.80 ,, 0.50 , 1.00 , 1.60 , 0.50 , 1.00 ,,, 962.10 , 26.70 , 0.20 , 117.30 ,  -    ,  -    , 3.50 , 6.40 , 1.00 , 7.80 , 574.50 ,  ACE  ,,,,,,,,,,,,,,,,
31-03-2017, 64.00 , 2.50 , 54.10 , 17.80 , 29.00 ,, 2.00 , 1.30 ,, 0.60 , 1.00 , 1.80 , 0.50 , 1.10 ,,," 1,032.50 ", 28.50 , 0.30 , 117.30 ,  -    ,  -    , 3.90 , 17.80 , 1.00 , 7.20 , 762.30 ,  ACE  ,,,,,,,,,,,,,,,,
31-03-2018, 92.60 , 6.90 , 239.80 , 44.70 , 28.80 ,, 4.80 , 4.40 ,, 0.70 , 1.10 , 6.00 , 0.50 , 1.30 ,,," 1,354.10 ", 32.60 , 0.50 , 117.30 , 0.10 , 0.10 , 7.40 , 44.70 , 1.10 , 6.40 , 893.90 ,  ACE  ,,,,,,,,,,,,,,,,
31-03-2019, 114.40 , 7.40 , 7.60 , 23.60 , 26.50 ,, 4.20 , 4.80 ,, 0.60 , 1.00 , 7.60 , 0.50 , 1.50 ,,," 1,021.60 ", 37.30 , 0.50 , 117.30 , 0.10 , 0.10 , 6.50 , 23.60 , 1.10 , 9.30 , 720.40 ,  ACE  ,,,,,,,,,,,,,,,,
31-03-2020, 100.60 , 7.00 , -6.30 , -13.90 , 30.80 ,, 4.50 , 4.60 ,, 0.50 , 1.20 , 5.50 , 0.50 , 1.20 ,,," 1,345.30 ", 38.50 , 0.50 , 114.90 , 0.10 , 0.10 , 7.00 , -13.90 , 1.00 , 7.80 , 479.80 ,  ACE  ,,,,,,,,,,,,,,,,
31-03-2021, 108.10 , 9.30 , 52.10 , 6.10 , 29.90 ,, 6.50 , 7.00 ,, 0.70 , 1.00 , 8.60 , 0.50 , 1.20 ,,," 1,292.60 ", 46.10 , 0.50 , 113.50 , 0.20 , 0.10 , 8.60 , 6.10 , 1.20 , 5.50 , 860.60 ,  ACE  ,,,,,,,,,,,,,,,,
31-03-2022, 140.00 , 11.70 , 31.60 , 32.80 , 27.70 ,, 6.40 , 9.00 ,, 0.70 , 0.70 , 14.30 , 0.40 , 1.30 ,,," 1,517.70 ", 64.80 , 0.60 , 116.40 , 0.10 ,, 8.30 , 32.80 , 1.40 , 8.60 ," 1,035.20 ",  ACE  ,,,,,,,,,,,,,,,,
31-03-2023, 181.40 , 17.30 , 63.40 , 32.50 , 28.40 ,, 7.90 , 14.40 ,, 0.70 , 0.70 , 20.10 , 0.40 , 1.40 ,,," 3,481.60 ", 77.30 , 1.00 , 119.10 , 0.20 ,, 9.60 , 32.50 , 1.40 , 12.40 ," 2,742.80 ",  ACE  ,,,,,,,,,,,,,,,,
31-03-2024, 244.70 , 31.90 , 91.20 , 34.90 , 30.60 ,, 11.30 , 27.60 ,, 0.80 , 0.80 , 16.40 , 0.40 , 1.30 ,,," 6,084.80 ", 103.40 , 2.00 , 119.10 , 0.30 ,, 13.00 , 34.90 , 1.40 , 17.70 ," 4,334.30 ",  ACE  ,,,,,,,,,,,,,,,,
31-03-2015, 242.20 , 152.90 ,,, 100.00 ,, 6.50 , 15.70 ,, 0.20 , 9.60 ,   inf   , 0.90 , 0.10 ,,," 7,451.10 ", 190.80 ,, 56.80 , 0.10 ,  -    , 63.10 ,, 0.20 , 1.60 ," 7,451.10 ",  ADANIENSOL  ,,,,,,,,,,,,,,,,
31-03-2016, 20.00 , 12.40 , 312.70 , 59.80 , 100.00 ,, 16.70 , 3.30 ,, 0.30 , 3.40 ,   inf   , 0.80 , 0.20 ,,," 15,435.40 ", 24.30 ,," 1,099.80 ", 0.10 ,  -    , 62.20 , 59.80 , 0.30 , 2.00 ," 15,435.40 ",  ADANIENSOL  ,,,,,,,,,,,,,,,,
31-03-2017, 26.20 , 12.90 , 13.20 , 30.90 , 100.00 ,, 14.50 , 3.80 ,, 0.70 , 3.30 ,   inf   , 0.80 , 0.20 ,,," 21,887.50 ", 26.80 ,," 1,099.80 ", 0.10 ,  -    , 49.20 , 30.90 , 0.70 , 3.70 ," 21,887.50 ",  ADANIENSOL  ,,,,,,,,,,,,,,,,
31-03-2018, 35.90 , 20.40 , 174.50 , 37.20 , 100.00 ,, 29.00 , 10.40 ,, 0.70 , 1.90 ,   inf   , 0.60 , 0.20 ,,," 21,983.10 ", 55.10 ,," 1,099.80 ", 0.20 , 0.10 , 57.00 , 37.20 , 0.80 , 4.60 ," 21,983.10 ",  ADANIENSOL  ,,,,,,,,,,,,,,,,
31-03-2019, 66.40 , 17.30 , -51.10 , 85.20 , 100.00 ,, 7.70 , 5.10 ,, 0.50 , 3.10 ,   inf   , 0.80 , 0.20 ,,," 25,913.80 ", 73.10 ,," 1,099.80 ", 0.10 ,  -    , 26.00 , 85.20 , 0.60 , 4.10 ," 25,913.80 ",  ADANIENSOL  ,,,,,,,,,,,,,,,,
31-03-2020, 103.80 , 30.40 , 32.70 , 56.30 , 100.00 ,, 6.50 , 6.70 ,, 1.50 , 3.20 ,   inf   , 0.80 , 0.30 ,,," 54,372.00 ", 86.90 ,," 1,099.80 ", 0.10 ,  -    , 29.20 , 56.30 , 1.60 , 5.40 ," 54,372.00 ",  ADANIENSOL  ,,,,,,,,,,,,,,,,
31-03-2021, 90.30 , 24.00 , 65.00 , -13.10 , 100.00 ,, 12.30 , 11.10 ,, 0.70 , 3.30 ,   inf   , 0.80 , 0.20 ,,," 37,843.30 ", 91.10 ,," 1,099.80 ", 0.10 ,  -    , 26.60 , -13.00 , 0.70 , 4.40 ," 37,843.30 ",  ADANIENSOL  ,,,,,,,,,,,,,,,,
31-03-2022, 102.40 , 25.40 , -1.60 , 13.40 , 100.00 ,, 10.70 , 11.00 ,, 0.70 , 3.30 ,   inf   , 0.80 , 0.20 ,,," 40,966.10 ", 100.10 ,," 1,099.80 ", 0.10 ,  -    , 24.90 , 13.40 , 0.80 , 6.00 ," 40,966.10 ",  ADANIENSOL  ,,,,,,,,,,,,,,,,
31-03-2023, 119.40 , 28.00 , 4.30 , 18.10 , 100.00 ,, 9.50 , 11.30 ,, 1.00 , 3.20 ,   inf   , 0.80 , 0.20 ,,," 37,769.90 ", 115.60 ,," 1,113.70 ", 0.10 ,  -    , 23.50 , 18.10 , 1.00 , 4.20 ," 37,769.90 ",  ADANIENSOL  ,,,,,,,,,,,,,,,,
31-03-2024, 148.90 , 39.40 , -9.50 , 24.90 , 100.00 ,, 6.80 , 10.20 ,, 1.00 , 3.30 ,   inf   , 0.80 , 0.30 ,,," 60,376.20 ", 122.80 ,," 1,115.50 ", 0.10 ,  -    , 26.50 , 24.90 , 1.00 , 4.10 ," 60,376.20 ",  ADANIENSOL  ,,,,,,,,,,,,,,,,
31-03-2014, 500.70 , 63.10 ,,, 24.80 ,, 4.00 , 20.20 ,, 0.60 , 3.20 , 1.40 , 0.80 , 0.50 ,,," 1,95,896.10 ", 256.80 , 1.40 ," 1,099.80 ", 0.10 ,  -    , 12.60 ,, 0.70 , 4.20 ," 82,277.20 ",  ADANIENT  ,,,,,,,,,,,,,,,,
31-03-2015, 587.20 , 81.60 , -12.30 , 17.30 , 33.30 ,, 3.00 , 17.70 ,, 0.70 , 3.40 , 1.50 , 0.80 , 0.50 ,,," 1,80,890.70 ", 271.20 , 1.40 ," 1,099.80 ", 0.10 ,  -    , 13.90 , 17.30 , 0.80 , 3.40 ," 85,316.50 ",  ADANIENT  ,,,,,,,,,,,,,,,,
31-03-2016, 308.50 , 12.70 , -48.10 , -47.50 , 16.30 ,, 3.00 , 9.20 ,, 1.00 , 2.10 , 1.20 , 0.70 , 0.80 ,,," 1,10,321.50 ", 122.40 , 0.40 ," 1,099.80 ", 0.10 ,  -    , 4.10 , -47.50 , 1.10 , 3.30 ," 51,120.10 ",  ADANIENT  ,,,,,,,,,,,,,,,,
31-03-2017, 332.20 , 14.70 , -2.30 , 7.70 , 15.40 ,, 2.70 , 9.00 ,, 0.90 , 2.20 , 1.50 , 0.70 , 0.80 ,,," 49,411.90 ", 133.60 , 0.40 ," 1,099.80 ", 0.10 ,  -    , 4.40 , 7.70 , 1.00 , 2.80 ," 7,740.70 ",  ADANIENT  ,,,,,,,,,,,,,,,,
31-03-2018, 326.60 , 12.60 , -23.30 , -1.70 , 16.50 ,, 2.10 , 6.90 ,, 1.00 , 2.60 , 1.40 , 0.70 , 0.60 ,,," 1,02,473.90 ", 144.30 , 0.40 ," 1,099.80 ",  -    ,  -    , 3.90 , -1.70 , 1.00 , 2.90 ," 29,423.90 ",  ADANIENT  ,,,,,,,,,,,,,,,,
31-03-2019, 367.10 , 14.50 , -5.30 , 12.40 , 17.50 ,, 1.80 , 6.50 ,, 0.90 , 1.80 , 1.10 , 0.60 , 0.90 ,,," 50,990.20 ", 137.70 , 0.40 ," 1,099.80 ",  -    ,  -    , 3.90 , 12.40 , 1.00 , 2.80 ," 33,267.00 ",  ADANIENT  ,,,,,,,,,,,,,,,,
31-03-2020, 394.60 , 16.80 , 58.70 , 7.50 , 20.10 ,, 2.60 , 10.30 ,, 0.90 , 1.60 , 1.40 , 0.60 , 0.90 ,,," 53,547.20 ", 165.60 , 1.00 ," 1,099.80 ", 0.10 , 0.10 , 4.30 , 7.50 , 1.00 , 3.20 ," 24,535.60 ",  ADANIENT  ,,,,,,,,,,,,,,,,
31-03-2021, 359.50 , 18.00 , -18.90 , -8.90 , 23.50 ,, 2.30 , 8.40 ,, 0.80 , 1.70 , 1.70 , 0.60 , 0.80 ,,," 81,822.90 ", 171.90 , 1.00 ," 1,099.80 ",  -    ,  -    , 5.00 , -8.90 , 0.90 , 3.20 ," 40,433.10 ",  ADANIENT  ,,,,,,,,,,,,,,,,
31-03-2022, 631.20 , 22.70 , -15.80 , 75.60 , 22.60 ,, 1.10 , 7.10 ,, 0.60 , 2.80 , 1.20 , 0.70 , 0.70 ,,," 1,30,327.60 ", 244.80 , 1.00 ," 1,099.80 ",  -    ,  -    , 3.60 , 75.60 , 0.70 , 4.90 ," 13,852.80 ",  ADANIENT  ,,,,,,,,,,,,,,,,
31-03-2023," 1,123.20 ", 56.60 , 218.50 , 83.70 , 26.70 ,, 1.90 , 21.80 ,, 0.70 , 2.70 , 1.80 , 0.70 , 0.90 ,,," 3,23,511.80 ", 333.70 , 1.20 ," 1,135.50 ", 0.10 ,  -    , 5.00 , 83.70 , 0.80 , 9.60 ," 1,76,264.60 ",  ADANIENT  ,,,,,,,,,,,,,,,,
31-03-2024, 845.80 , 73.50 , 31.10 , -24.40 , 47.70 ,, 3.40 , 28.40 ,, 0.60 , 2.60 , 2.00 , 0.70 , 0.60 ,,," 3,26,299.80 ", 387.60 , 1.30 ," 1,140.00 ", 0.10 ,  -    , 8.70 , -24.40 , 0.80 , 9.10 ," 1,02,640.70 ",  ADANIENT  ,,,,,,,,,,,,,,,,
31-03-2016,  -    , -2.90 ,,, 100.00 ,," -1,79,654.70 ", -18.40 ,, 0.10 , 0.70 ,#NAME?, 0.40 ,  -    ,,, 0.90 ," 3,801.40 ",, 0.40 ,  -    ,  -    ," -27,998.10 ",, 0.10 , 0.90 , 0.90 ,  ADANIGREEN  ,,,,,,,,,,,,,,,,
31-03-2017, 7.20 , 1.00 ," 5,961.00 "," 11,70,43,367.10 ", 100.00 ,, -9.30 , -0.70 ,, 0.90 , 4.10 ,   inf   , 0.80 , 0.10 ,,, 277.80 , 17.30 ,, 693.60 ,  -    ,  -    , 14.20 ," 11,70,43,367.10 ", 0.90 , 1.20 , 277.80 ,  ADANIGREEN  ,,,,,,,,,,,,,,,,
31-03-2018, 9.50 , 1.90 , 194.70 , 195.10 , 100.00 ,, -9.30 , -0.90 ,, 0.30 , 10.70 ,   inf   , 0.90 , 0.10 ,,," 6,486.50 ", 8.60 ,," 1,564.00 ", -0.10 ,  -    , 20.40 , 195.10 , 0.60 , 1.50 ," 6,486.50 ",  ADANIGREEN  ,,,,,,,,,,,,,,,,
31-03-2019, 13.30 , 4.30 , 244.60 , 40.30 , 100.00 ,, -22.80 , -3.00 ,, 0.60 , 6.60 ,   inf   , 0.90 , 0.10 ,,," 16,245.50 ", 12.40 ,," 1,564.00 ", -0.20 ,  -    , 32.20 , 40.30 , 0.80 , 2.20 ," 16,245.50 ",  ADANIGREEN  ,,,,,,,,,,,,,,,,
31-03-2020, 16.30 , 8.90 , -95.20 , 22.80 , 100.00 ,, -0.90 , -0.10 ,, 0.80 , 7.00 ,   inf   , 0.90 , 0.10 ,,," 19,650.00 ", 14.80 ,," 1,564.00 ",  -    ,  -    , 54.50 , 22.80 , 0.90 , 2.70 ," 19,650.00 ",  ADANIGREEN  ,,,,,,,,,,,,,,,,
31-03-2021, 20.00 , 11.30 ," -1,013.00 ", 22.70 , 100.00 ,, 6.70 , 1.30 ,, 0.60 , 12.50 ,   inf   , 0.90 , 0.10 ,,," 16,010.00 ", 13.60 ,," 1,564.00 ", 0.10 ,  -    , 56.50 , 22.70 , 0.70 , 2.10 ," 16,010.00 ",  ADANIGREEN  ,,,,,,,,,,,,,,,,
31-03-2022, 32.90 , 17.10 , 132.90 , 64.40 , 100.00 ,, 9.50 , 3.10 ,, 0.50 , 21.60 ,   inf   , 1.00 , 0.10 ,,," 31,270.00 ", 16.70 ,," 1,564.00 ", 0.20 ,  -    , 52.00 , 64.40 , 0.50 , 2.80 ," 31,270.00 ",  ADANIGREEN  ,,,,,,,,,,,,,,,,
31-03-2023, 49.30 , 26.80 , 99.20 , 51.50 , 100.00 ,, 12.50 , 6.20 ,, 0.90 , 8.20 ,   inf   , 0.90 , 0.10 ,,," 72,650.00 ", 46.50 ,," 1,581.80 ", 0.10 ,  -    , 54.50 , 51.50 , 0.90 , 3.50 ," 72,650.00 ",  ADANIGREEN  ,,,,,,,,,,,,,,,,
31-03-2024, 58.40 , 34.50 , 12.90 , 18.70 , 100.00 ,, 11.90 , 6.90 ,, 0.50 , 4.10 ,   inf   , 0.80 , 0.10 ,,," 77,130.00 ", 110.10 ,," 1,584.00 ", 0.10 ,  -    , 59.10 , 18.60 , 0.50 , 6.80 ," 77,130.00 ",  ADANIGREEN  ,,,,,,,,,,,,,,,,
31-03-2014, 23.50 , 11.50 ,,, 65.20 ,, 36.00 , 8.50 ,, 2.00 , 1.80 , 3.20 , 0.60 , 0.20 ,,," 23,779.40 ", 43.30 , 1.00 ," 2,057.80 ", 0.20 , 0.10 , 48.90 ,, 2.00 , 4.90 ," 11,319.00 ",  ADANIPORTS  ,,,,,,,,,,,,,,,,
31-03-2015, 29.70 , 14.80 , 33.00 , 27.40 , 68.80 ,, 37.60 , 11.20 ,, 1.20 , 1.90 , 2.60 , 0.70 , 0.20 ,,," 48,580.90 ", 52.80 , 1.10 ," 2,070.10 ", 0.20 , 0.10 , 49.90 , 27.40 , 1.20 , 3.90 ," 30,570.70 ",  ADANIPORTS  ,,,,,,,,,,,,,,,,
31-03-2016, 34.30 , 17.30 , 25.20 , 15.60 , 69.70 ,, 40.80 , 14.00 ,, 0.90 , 1.80 , 3.30 , 0.60 , 0.20 ,,," 45,052.90 ", 65.80 , 1.10 ," 2,071.00 ", 0.20 , 0.10 , 50.30 , 15.60 , 0.90 , 2.90 ," 23,805.20 ",  ADANIPORTS  ,,,,,,,,,,,,,,,,
31-03-2017, 40.80 , 20.70 , 35.00 , 18.70 , 69.20 ,, 46.30 , 18.90 ,, 1.70 , 1.50 , 3.60 , 0.60 , 0.20 ,,," 78,107.50 ", 85.30 , 1.30 ," 2,071.00 ", 0.20 , 0.10 , 50.90 , 18.70 , 1.80 , 3.10 ," 40,625.70 ",  ADANIPORTS  ,,,,,,,,,,,,,,,,
31-03-2018, 54.70 , 28.90 , -6.10 , 34.20 , 67.10 ,, 32.40 , 17.70 ,, 3.40 , 1.20 , 5.00 , 0.60 , 0.20 ,,," 83,402.90 ", 102.50 , 2.00 ," 2,071.00 ", 0.20 , 0.10 , 52.90 , 34.20 , 3.60 , 2.50 ," 56,081.40 ",  ADANIPORTS  ,,,,,,,,,,,,,,,,
31-03-2019, 52.80 , 27.60 , 8.60 , -3.50 , 69.30 ,, 36.50 , 19.30 ,, 1.30 , 1.30 , 4.00 , 0.60 , 0.20 ,,," 89,698.90 ", 119.50 , 0.20 ," 2,071.00 ", 0.20 , 0.10 , 52.30 , -3.50 , 1.40 , 3.70 ," 60,294.00 ",  ADANIPORTS  ,,,,,,,,,,,,,,,,
31-03-2020, 55.80 , 26.70 , -5.70 , 4.70 , 67.60 ,, 32.90 , 18.30 ,, 1.90 , 1.40 , 2.90 , 0.60 , 0.20 ,,," 1,10,232.20 ", 126.00 , 3.20 ," 2,051.20 ", 0.10 , 0.10 , 47.80 , 4.70 , 1.90 , 3.40 ," 74,018.10 ",  ADANIPORTS  ,,,,,,,,,,,,,,,,
31-03-2021, 61.80 , 29.10 , 32.70 , 9.70 , 68.60 ,, 39.80 , 24.60 ,, 1.60 , 1.40 , 2.90 , 0.60 , 0.20 ,,," 99,074.80 ", 157.90 , 5.00 ," 2,031.80 ", 0.20 , 0.10 , 47.00 , 9.70 , 1.80 , 4.00 ," 75,557.80 ",  ADANIPORTS  ,,,,,,,,,,,,,,,,
31-03-2022, 79.30 , 34.30 , -2.20 , 36.40 , 66.60 ,, 28.50 , 22.60 ,, 1.60 , 1.40 , 2.90 , 0.60 , 0.20 ,,," 1,42,338.40 ", 196.20 , 5.00 ," 2,159.60 ", 0.10 , 0.10 , 43.20 , 36.40 , 1.60 , 6.10 ," 1,04,201.40 ",  ADANIPORTS  ,,,,,,,,,,,,,,,,
31-03-2023, 96.50 , 43.80 , 8.70 , 21.80 , 66.60 ,, 25.50 , 24.60 ,, 1.40 , 1.40 , 3.70 , 0.60 , 0.20 ,,," 2,10,405.40 ", 217.20 , 5.00 ," 2,160.10 ", 0.10 , 0.10 , 45.40 , 21.80 , 1.40 , 4.70 ," 1,18,995.00 ",  ADANIPORTS  ,,,,,,,,,,,,,,,,
31-03-2024, 123.70 , 55.70 , 52.80 , 28.10 , 65.60 ,, 30.40 , 37.50 ,, 1.00 , 1.20 , 4.40 , 0.50 , 0.20 ,,," 2,24,338.80 ", 252.50 , 6.00 ," 2,160.10 ", 0.10 , 0.10 , 45.00 , 28.10 , 1.10 , 6.70 ," 1,50,175.80 ",  ADANIPORTS  ,,,,,,,,,,,,,,,,
31-03-2014, 55.30 , 9.60 ,,, 100.00 ,, -1.90 , -1.00 ,, 0.30 , 8.00 ,   inf   , 0.90 , 0.30 ,,," 32,378.40 ", 23.40 ,," 2,797.20 ",  -    ,  -    , 17.30 ,, 0.40 , 3.60 ," 32,378.40 ",  ADANIPOWER  ,,,,,,,,,,,,,,,,
31-03-2015, 65.50 , 11.80 , 180.70 , 21.70 , 100.00 ,, -4.30 , -2.80 ,, 0.50 , 9.20 ,   inf   , 0.90 , 0.30 ,,," 58,235.20 ", 19.90 ,," 2,871.90 ", -0.10 ,  -    , 18.00 , 21.70 , 0.60 , 2.80 ," 58,235.20 ",  ADANIPOWER  ,,,,,,,,,,,,,,,,
31-03-2016, 85.40 , 20.60 , -167.50 , 35.60 , 100.00 ,, 2.20 , 1.80 ,, 0.50 , 9.10 ,   inf   , 0.90 , 0.30 ,,," 52,572.10 ", 25.00 ,," 2,991.20 ", 0.10 ,  -    , 24.20 , 35.60 , 0.60 , 2.00 ," 52,572.10 ",  ADANIPOWER  ,,,,,,,,,,,,,,,,
31-03-2017, 65.30 , 9.80 ," -1,220.90 ", -11.40 , 100.00 ,, -27.30 , -17.80 ,, 0.40 , 22.80 ,   inf   , 1.00 , 0.30 ,,," 47,252.00 ", 8.70 ,," 3,464.20 ", -2.10 , -0.20 , 15.00 , -11.40 , 0.50 , 2.30 ," 47,252.00 ",  ADANIPOWER  ,,,,,,,,,,,,,,,,
31-03-2018, 52.60 , 8.20 , -65.90 , -10.20 , 100.00 ,, -10.40 , -5.50 ,, 0.40 , 77.20 ,   inf   , 1.00 , 0.30 ,,," 51,011.50 ", 2.30 ,," 3,856.90 ", -2.40 , -0.10 , 15.60 , -10.20 , 0.50 , 1.90 ," 51,011.50 ",  ADANIPOWER  ,,,,,,,,,,,,,,,,
31-03-2019, 61.90 , 7.00 , -53.20 , 17.60 , 100.00 ,, -4.10 , -2.60 ,, 0.60 , 7.80 ,   inf   , 0.90 , 0.40 ,,," 56,103.80 ", 20.00 ,," 3,856.90 ", -0.10 ,  -    , 11.30 , 17.60 , 0.70 , 2.40 ," 56,103.80 ",  ADANIPOWER  ,,,,,,,,,,,,,,,,
31-03-2020, 68.60 , 7.60 , 131.10 , 10.80 , 100.00 ,, -8.60 , -5.90 ,, 0.60 , 10.60 ,   inf   , 0.90 , 0.40 ,,," 55,975.50 ", 16.80 ,," 3,856.90 ", -0.40 ,  -    , 11.10 , 10.80 , 0.80 , 3.00 ," 55,975.50 ",  ADANIPOWER  ,,,,,,,,,,,,,,,,
31-03-2021, 68.00 , 14.30 , -155.80 , -0.90 , 100.00 ,, 4.80 , 3.30 ,, 0.80 , 5.00 ,   inf   , 0.80 , 0.30 ,,," 70,143.50 ", 34.00 ,," 3,856.90 ", 0.10 ,  -    , 21.00 , -0.90 , 0.90 , 2.20 ," 70,143.50 ",  ADANIPOWER  ,,,,,,,,,,,,,,,,
31-03-2022, 71.90 , 17.70 , 286.70 , 5.70 , 100.00 ,, 17.70 , 12.70 ,, 0.70 , 3.40 ,   inf   , 0.80 , 0.30 ,,," 1,02,327.30 ", 48.50 ,," 3,856.90 ", 0.30 , 0.10 , 24.60 , 5.70 , 0.90 , 2.90 ," 1,02,327.30 ",  ADANIPOWER  ,,,,,,,,,,,,,,,,
31-03-2023, 100.50 , 18.00 , 118.40 , 39.90 , 100.00 ,, 27.70 , 27.80 ,, 0.80 , 1.90 ,   inf   , 0.70 , 0.50 ,,," 84,305.30 ", 77.50 ,," 3,856.90 ", 0.40 , 0.20 , 17.90 , 39.90 , 1.10 , 3.40 ," 84,305.30 ",  ADANIPOWER  ,,,,,,,,,,,,,,,,
31-03-2024, 130.60 , 37.10 , 94.20 , 29.90 , 100.00 ,, 41.40 , 54.00 ,, 1.30 , 1.10 ,   inf   , 0.50 , 0.50 ,,," 1,41,701.50 ", 111.90 ,," 3,856.90 ", 0.50 , 0.30 , 28.40 , 29.90 , 1.60 , 4.30 ," 1,41,701.50 ",  ADANIPOWER  ,,,,,,,,,,,,,,,,
31-03-2015, 52.40 , 6.70 ,,, 100.00 ,, 7.10 , 3.70 ,, 1.40 , 1.10 ,   inf   , 0.50 , 1.10 ,,," 2,188.70 ", 22.80 ,, 256.70 , 0.20 , 0.10 , 12.80 ,, 1.60 , 21.30 ," 2,188.70 ",  ATGL  ,,,,,,,,,,,,,,,,
31-03-2016, 44.10 , 8.30 , -15.20 , -15.90 , 100.00 ,, 7.20 , 3.20 ,, 0.90 , 1.30 ,   inf   , 0.60 , 0.80 ,,," 2,550.10 ", 23.90 , 1.70 , 256.70 , 0.10 , 0.10 , 18.90 , -15.90 , 1.00 , 28.80 ," 2,550.10 ",  ATGL  ,,,,,,,,,,,,,,,,
31-03-2017, 42.50 , 8.80 , 24.20 , -3.70 , 100.00 ,, 9.30 , 3.90 ,, 1.80 , 1.30 ,   inf   , 0.60 , 0.70 ,,," 2,583.80 ", 27.80 ,, 256.70 , 0.10 , 0.10 , 20.80 , -3.70 , 1.90 , 19.40 ," 2,583.80 ",  ATGL  ,,,,,,,,,,,,,,,,
31-03-2018, 12.50 , 2.80 , 60.10 , 25.90 , 100.00 ,, 11.80 , 1.50 ,, 1.70 , 2.20 ,   inf   , 0.70 , 0.50 ,,," 2,768.60 ", 7.90 ,," 1,099.80 ", 0.20 , 0.10 , 22.20 , 25.90 , 1.80 , 9.70 ," 2,768.60 ",  ATGL  ,,,,,,,,,,,,,,,,
31-03-2019, 15.60 , 3.50 , 41.20 , 25.20 , 100.00 ,, 13.30 , 2.10 ,, 1.30 , 0.90 ,   inf   , 0.50 , 0.80 ,,," 3,561.00 ", 10.00 , 0.30 ," 1,099.80 ", 0.20 , 0.20 , 22.60 , 25.20 , 1.40 , 17.80 ," 3,561.00 ",  ATGL  ,,,,,,,,,,,,,,,,
31-03-2020, 17.00 , 5.00 , 90.80 , 9.00 , 100.00 ,, 23.30 , 4.00 ,, 0.90 , 0.70 ,   inf   , 0.40 , 0.80 ,,," 4,924.00 ", 13.40 , 0.30 ," 1,099.80 ", 0.30 , 0.20 , 29.00 , 9.00 , 0.90 , 24.00 ," 4,924.00 ",  ATGL  ,,,,,,,,,,,,,,,,
31-03-2021, 15.40 , 5.80 , 6.10 , -9.60 , 100.00 ,, 27.30 , 4.20 ,, 0.20 , 0.70 ,   inf   , 0.40 , 0.50 ,,," 6,535.00 ", 17.60 , 0.30 ," 1,099.30 ", 0.20 , 0.20 , 37.90 , -9.50 , 0.30 , 14.10 ," 6,535.00 ",  ATGL  ,,,,,,,,,,,,,,,,
31-03-2022, 27.60 , 6.30 , 10.10 , 79.20 , 100.00 ,, 16.80 , 4.60 ,, 0.20 , 0.80 ,   inf   , 0.50 , 0.70 ,,," 7,321.10 ", 22.00 , 0.30 ," 1,099.80 ", 0.20 , 0.20 , 22.70 , 79.20 , 0.20 , 14.10 ," 7,321.10 ",  ATGL  ,,,,,,,,,,,,,,,,
31-03-2023, 39.80 , 6.90 , 7.30 , 44.10 , 100.00 ,, 12.50 , 5.00 ,, 0.30 , 0.90 ,   inf   , 0.50 , 0.80 ,,," 8,528.50 ", 26.70 , 0.30 ," 1,099.80 ", 0.20 , 0.20 , 17.30 , 44.10 , 0.40 , 13.90 ," 8,528.50 ",  ATGL  ,,,,,,,,,,,,,,,,
31-03-2024, 40.70 , 8.60 , 22.10 , 2.20 , 100.00 ,, 14.90 , 6.10 ,, 0.50 , 0.80 ,   inf   , 0.50 , 0.70 ,,," 9,551.30 ", 32.60 , 0.30 ," 1,099.80 ", 0.20 , 0.10 , 21.20 , 2.20 , 0.60 , 10.90 ," 9,551.30 ",  ATGL  ,,,,,,,,,,,,,,,,
31-03-2019, 252.00 , 9.10 ,,, 12.80 ,, 1.30 , 3.30 ,, 0.40 , 4.50 , 2.30 , 0.80 , 2.50 ,,," 26,009.00 ", 18.50 ,," 1,142.90 ", 0.20 , 0.10 , 3.60 ,, 1.00 , 22.90 ," 16,930.40 ",  AWL  ,,,,,,,,,,,,,,,,
